order_id,date,hour,customer_id,customer_type,restaurant_id,order_channel,items_count,basket_value,promo_code,discount_amount,delivery_fee,delivery_time_min,order_status,payment_method,device_platform,rating
ORD009632,2025-02-02,12,CU8231,Repeat,RST162,Delivery,2,70.28,FEAST20,6.99,12.0,35,Delivered,Wallet,Web,4.2
ORD044780,2025-05-22,12,CU8550,Repeat,RST332,Pickup,1,26.98,RAMADAN15,2.64,0.0,0,Delivered,Wallet,Web,3.9
ORD028478,2025-03-29,19,CU8499,New,RST220,Delivery,2,117.52,WELCOME25,10.73,9.0,34,Delivered,Card,iOS,4.2
ORD009435,2025-02-01,13,CU9989,Repeat,RST218,Dine-in,3,100.11,,3.99,0.0,0,Delivered,Cash,iOS,4.6
ORD029460,2025-04-01,13,CU5741,New,RST236,Dine-in,2,64.97,FEAST20,3.26,0.0,0,Delivered,Apple Pay,iOS,5.0
ORD038750,2025-05-02,13,CU10528,Repeat,RST249,Pickup,1,49.34,,1.07,0.0,0,Delivered,Wallet,iOS,4.2
ORD043735,2025-05-18,13,CU9364,Repeat,RST284,Delivery,1,36.38,,0.72,9.0,45,Delivered,Wallet,Web,3.6
ORD000827,2025-01-03,13,CU5673,Repeat,RST141,Dine-in,2,61.89,,21.68,0.0,0,Delivered,Wallet,iOS,4.5
ORD039787,2025-05-05,13,CU10917,New,RST185,Delivery,3,128.06,,1.22,7.0,42,Delivered,Apple Pay,Android,3.8
ORD013851,2025-02-15,21,CU10777,Repeat,RST313,Dine-in,1,49.89,,0.49,0.0,0,Delivered,Card,Web,4.5
ORD014568,2025-02-18,21,CU9732,Repeat,RST105,Dine-in,2,144.82,,43.64,0.0,0,Delivered,Apple Pay,Web,4.9
ORD032572,2025-04-12,12,CU8885,New,RST326,Delivery,3,87.47,SUFRA10,1.09,9.0,35,Delivered,Wallet,iOS,4.7
ORD030712,2025-04-05,19,CU9922,Repeat,RST150,Pickup,1,26.07,,0.37,0.0,0,Delivered,Card,Web,4.4
ORD035716,2025-04-22,14,CU6886,New,RST148,Delivery,3,114.05,FEAST20,7.49,7.0,48,Delivered,Card,Web,4.1
ORD012906,2025-02-12,11,CU6274,Repeat,RST153,Pickup,3,107.27,WELCOME25,0.51,0.0,0,Delivered,Wallet,Web,3.8
ORD029605,2025-04-02,13,CU5195,Repeat,RST290,Pickup,2,69.14,WELCOME25,4.16,0.0,0,Delivered,Wallet,iOS,5.0
ORD037589,2025-04-28,19,CU9743,Repeat,RST237,Delivery,2,62.77,,0.0,0.0,31,Delivered,Cash,iOS,3.9
ORD007524,2025-01-25,14,CU9863,New,RST115,Pickup,1,25.34,,10.71,0.0,0,Delivered,Wallet,Web,4.9
ORD022343,2025-03-12,19,CU10978,Repeat,RST175,Pickup,5,161.68,WELCOME25,4.97,0.0,0,Delivered,Cash,Web,4.2
ORD036729,2025-04-25,19,CU7385,Repeat,RST107,Dine-in,1,26.97,SUFRA10,9.49,0.0,0,Delivered,Cash,iOS,4.8
ORD032033,2025-04-10,22,CU7076,New,RST168,Delivery,4,158.97,FEAST20,6.31,12.0,51,Delivered,Wallet,Android,4.0
ORD019735,2025-03-05,19,CU5320,Repeat,RST242,Dine-in,2,58.27,RAMADAN15,1.89,0.0,0,Delivered,Cash,Web,4.6
ORD018860,2025-03-03,20,CU8512,Repeat,RST113,Delivery,3,149.52,RAMADAN15,65.36,9.0,49,Delivered,Cash,iOS,4.1
ORD009660,2025-02-02,16,CU6028,Repeat,RST295,Pickup,1,41.68,,0.97,0.0,0,Delivered,Card,Android,5.0
ORD005764,2025-01-20,14,CU10195,New,RST171,Delivery,3,89.48,RAMADAN15,2.63,12.0,53,Delivered,Card,Android,4.3
ORD004778,2025-01-16,13,CU9636,Repeat,RST318,Pickup,3,117.91,,0.98,0.0,0,Delivered,Wallet,Android,4.8
ORD036949,2025-04-26,22,CU8434,Repeat,RST239,Dine-in,4,233.5,,0.49,0.0,0,Delivered,Apple Pay,Web,5.0
ORD031728,2025-04-09,20,CU9910,Repeat,RST295,Delivery,3,101.4,,1.45,0.0,41,Delivered,Wallet,Android,4.1
ORD028226,2025-03-28,13,CU7311,Repeat,RST101,Delivery,2,93.99,,32.69,5.0,49,Cancelled,Wallet,Web,
ORD041968,2025-05-12,22,CU9586,Repeat,RST140,Delivery,1,30.78,,13.14,0.0,54,Delivered,Cash,iOS,4.1
ORD020461,2025-03-07,19,CU6789,Repeat,RST319,Pickup,2,64.53,RAMADAN15,3.93,0.0,0,Delivered,Cash,Android,4.6
ORD013657,2025-02-15,19,CU10413,New,RST146,Dine-in,4,120.47,SUFRA10,49.78,0.0,0,Delivered,Wallet,Android,4.0
ORD010086,2025-02-03,20,CU9450,New,RST181,Delivery,3,151.31,RAMADAN15,1.28,7.0,45,Cancelled,Card,Web,
ORD043463,2025-05-17,18,CU5402,New,RST316,Dine-in,2,52.79,,0.63,0.0,0,Delivered,Wallet,Web,4.8
ORD002834,2025-01-10,18,CU7234,Repeat,RST312,Delivery,1,43.18,WELCOME25,1.65,0.0,38,Delivered,Card,Android,3.8
ORD026588,2025-03-24,21,CU5579,Repeat,RST302,Dine-in,3,95.07,,3.01,0.0,0,Delivered,Apple Pay,Web,4.5
ORD046493,2025-05-27,19,CU7086,New,RST231,Delivery,2,62.47,,1.77,7.0,19,Delivered,Wallet,Android,4.0
ORD034873,2025-04-19,11,CU5125,Repeat,RST157,Delivery,3,97.9,,3.57,5.0,45,Delivered,Wallet,Android,4.2
ORD005323,2025-01-18,13,CU10924,Repeat,RST286,Delivery,2,139.92,,5.37,12.0,30,Refunded,Wallet,Web,
ORD034986,2025-04-19,19,CU9658,New,RST160,Pickup,2,56.42,,0.43,0.0,0,Delivered,Apple Pay,Web,4.6
ORD027379,2025-03-26,20,CU10199,New,RST247,Dine-in,2,61.7,,1.55,0.0,0,Refunded,Cash,Web,
ORD012354,2025-02-11,12,CU10671,Repeat,RST252,Pickup,2,67.61,WELCOME25,4.23,0.0,0,Delivered,Cash,Android,4.9
ORD038167,2025-04-30,21,CU7359,Repeat,RST237,Delivery,2,84.44,WELCOME25,6.94,5.0,29,Delivered,Card,Android,4.5
ORD036551,2025-04-25,11,CU10830,New,RST161,Pickup,3,94.63,,2.84,0.0,0,Refunded,Wallet,Web,
ORD006218,2025-01-21,16,CU9342,New,RST129,Delivery,2,74.67,RAMADAN15,26.73,7.0,49,Delivered,Wallet,Android,3.6
ORD031317,2025-04-08,21,CU5626,Repeat,RST300,Delivery,2,50.85,RAMADAN15,3.44,7.0,28,Delivered,Cash,Web,4.8
ORD017613,2025-02-28,14,CU10755,New,RST262,Pickup,2,41.51,RAMADAN15,1.1,0.0,0,Delivered,Apple Pay,iOS,4.3
ORD020595,2025-03-07,19,CU9072,Repeat,RST169,Dine-in,1,44.71,RAMADAN15,2.68,0.0,0,Delivered,Card,Android,5.0
ORD047503,2025-05-31,20,CU7189,New,RST150,Pickup,3,105.79,RAMADAN15,8.7,0.0,0,Refunded,Wallet,Android,
ORD021010,2025-03-09,19,CU9197,Repeat,RST256,Delivery,4,157.89,,1.12,5.0,33,Delivered,Cash,Web,4.4
ORD003654,2025-01-13,19,CU9232,New,RST271,Delivery,1,36.64,,0.29,9.0,19,Delivered,Cash,Android,4.3
ORD041890,2025-05-12,19,CU5052,New,RST175,Pickup,2,68.97,,0.34,0.0,0,Delivered,Card,iOS,4.1
ORD047481,2025-05-31,13,CU8025,New,RST249,Dine-in,2,84.05,RAMADAN15,7.29,0.0,0,Delivered,Wallet,iOS,4.7
ORD028806,2025-03-30,20,CU8332,Repeat,RST324,Delivery,2,74.38,,1.74,9.0,30,Delivered,Cash,iOS,4.3
ORD039269,2025-05-03,21,CU6806,New,RST286,Delivery,3,140.81,,0.91,12.0,25,Delivered,Wallet,iOS,4.4
ORD013729,2025-02-15,16,CU8747,Repeat,RST243,Delivery,2,45.66,FEAST20,3.63,12.0,29,Delivered,Card,iOS,4.1
ORD030338,2025-04-04,22,CU5208,Repeat,RST219,Delivery,1,19.61,RAMADAN15,0.41,0.0,34,Delivered,Cash,iOS,4.0
ORD022358,2025-03-12,21,CU9615,New,RST310,Pickup,4,176.74,FEAST20,13.53,0.0,0,Delivered,Cash,Android,4.6
ORD029840,2025-04-02,20,CU10804,Repeat,RST112,Delivery,2,128.13,,38.81,7.0,46,Delivered,Card,Web,4.1
ORD007037,2025-01-24,18,CU10443,New,RST282,Delivery,3,103.12,,1.88,9.0,44,Delivered,Cash,iOS,3.7
ORD032629,2025-04-12,11,CU5996,Repeat,RST132,Dine-in,2,72.61,SUFRA10,26.81,0.0,0,Delivered,Cash,Web,3.8
ORD004594,2025-01-16,12,CU10342,Repeat,RST271,Delivery,2,82.03,RAMADAN15,7.98,9.0,45,Delivered,Wallet,iOS,3.8
ORD035952,2025-04-22,21,CU10155,Repeat,RST218,Pickup,1,40.18,SUFRA10,3.15,0.0,0,Delivered,Cash,Web,4.3
ORD002266,2025-01-08,20,CU6040,Repeat,RST145,Pickup,2,66.84,,25.88,0.0,0,Delivered,Wallet,Web,3.9
ORD004300,2025-01-15,14,CU9638,New,RST103,Delivery,3,91.6,SUFRA10,40.38,7.0,52,Delivered,Cash,Web,3.6
ORD024383,2025-03-18,19,CU8333,Repeat,RST249,Dine-in,2,80.13,RAMADAN15,6.44,0.0,0,Delivered,Wallet,iOS,4.5
ORD005898,2025-01-20,13,CU5976,New,RST208,Delivery,1,51.81,,0.68,5.0,22,Delivered,Apple Pay,iOS,4.3
ORD003933,2025-01-14,19,CU9396,Repeat,RST217,Delivery,2,46.07,,0.91,9.0,28,Delivered,Card,Android,4.1
ORD005483,2025-01-19,13,CU8342,New,RST329,Dine-in,3,68.74,,0.03,0.0,0,Delivered,Wallet,iOS,4.2
ORD000912,2025-01-04,13,CU8017,Repeat,RST292,Delivery,2,82.2,RAMADAN15,5.04,5.0,14,Delivered,Cash,iOS,4.1
ORD028984,2025-03-30,18,CU9601,New,RST338,Dine-in,1,34.68,,1.02,0.0,0,Delivered,Card,iOS,3.9
ORD030482,2025-04-04,13,CU10629,Repeat,RST245,Dine-in,2,80.04,RAMADAN15,4.64,0.0,0,Delivered,Card,iOS,4.2
ORD037402,2025-04-27,11,CU5944,Repeat,RST292,Dine-in,2,83.87,,1.48,0.0,0,Cancelled,Wallet,iOS,
ORD042755,2025-05-15,20,CU8178,Repeat,RST330,Delivery,3,88.01,,0.53,9.0,44,Delivered,Wallet,iOS,4.3
ORD013563,2025-02-14,16,CU9581,Repeat,RST120,Dine-in,2,61.43,SUFRA10,23.93,0.0,0,Delivered,Wallet,iOS,4.5
ORD044430,2025-05-21,12,CU10157,New,RST248,Delivery,1,43.4,,0.57,5.0,19,Delivered,Card,iOS,4.2
ORD044764,2025-05-22,14,CU10481,Repeat,RST307,Dine-in,4,168.34,,1.31,0.0,0,Delivered,Card,iOS,4.7
ORD040733,2025-05-08,12,CU7695,Repeat,RST270,Delivery,1,32.67,WELCOME25,3.22,0.0,41,Delivered,Cash,iOS,3.7
ORD015372,2025-02-20,16,CU5803,Repeat,RST246,Delivery,3,78.86,SUFRA10,0.45,0.0,20,Delivered,Card,Web,4.5
ORD029869,2025-04-02,12,CU10042,Repeat,RST183,Pickup,4,197.27,,5.17,0.0,0,Delivered,Cash,Web,4.4
ORD005293,2025-01-18,11,CU9007,Repeat,RST118,Delivery,3,88.09,,35.63,9.0,44,Delivered,Cash,iOS,3.8
ORD037605,2025-04-28,12,CU9460,Repeat,RST113,Delivery,2,118.79,RAMADAN15,47.13,9.0,57,Delivered,Card,Android,3.8
ORD035820,2025-04-22,14,CU7666,Repeat,RST140,Pickup,3,102.68,SUFRA10,40.5,0.0,0,Delivered,Card,Web,4.7
ORD044011,2025-05-19,16,CU7457,Repeat,RST183,Delivery,1,52.3,,0.46,7.0,44,Delivered,Cash,iOS,4.7
ORD042482,2025-05-14,20,CU8328,Repeat,RST175,Pickup,2,66.11,RAMADAN15,2.98,0.0,0,Delivered,Apple Pay,iOS,4.7
ORD028355,2025-03-28,21,CU5795,Repeat,RST194,Pickup,2,75.05,,2.92,0.0,0,Delivered,Card,Android,4.8
ORD038292,2025-04-30,20,CU9617,Repeat,RST183,Delivery,1,58.37,RAMADAN15,3.47,0.0,32,Delivered,Cash,iOS,4.3
ORD036157,2025-04-23,12,CU10631,New,RST172,Delivery,1,34.41,,1.0,0.0,33,Delivered,Apple Pay,Android,4.6
ORD029130,2025-03-31,22,CU7502,Repeat,RST143,Dine-in,1,70.37,WELCOME25,28.63,0.0,0,Delivered,Cash,iOS,4.5
ORD043532,2025-05-18,16,CU6133,Repeat,RST141,Dine-in,1,28.62,,11.31,0.0,0,Delivered,Card,Android,4.7
ORD045305,2025-05-23,20,CU5231,New,RST241,Delivery,2,94.27,SUFRA10,7.4,7.0,24,Delivered,Wallet,Web,4.4
ORD002267,2025-01-08,16,CU8514,New,RST280,Delivery,3,77.92,,2.25,5.0,34,Delivered,Apple Pay,Android,3.9
ORD007484,2025-01-25,21,CU8902,Repeat,RST231,Dine-in,3,102.6,SUFRA10,5.7,0.0,0,Delivered,Apple Pay,iOS,5.0
ORD026776,2025-03-24,21,CU5286,New,RST304,Dine-in,1,41.2,,0.97,0.0,0,Delivered,Apple Pay,Android,4.7
ORD026906,2025-03-24,19,CU9824,New,RST103,Delivery,3,94.0,,37.88,0.0,57,Cancelled,Card,Web,
ORD033455,2025-04-15,20,CU9035,New,RST184,Delivery,4,259.44,,4.7,7.0,30,Delivered,Apple Pay,iOS,3.6
ORD044944,2025-05-22,11,CU7097,Repeat,RST133,Pickup,3,89.24,,29.23,0.0,0,Cancelled,Wallet,Android,
ORD006100,2025-01-21,22,CU9126,Repeat,RST248,Pickup,2,62.97,,0.25,0.0,0,Delivered,Wallet,Web,4.8
ORD027963,2025-03-28,19,CU7484,Repeat,RST270,Dine-in,2,115.11,,1.19,0.0,0,Delivered,Apple Pay,iOS,4.4
ORD024971,2025-03-19,19,CU7965,Repeat,RST234,Pickup,2,71.96,,0.59,0.0,0,Delivered,Wallet,iOS,4.6
ORD047502,2025-05-31,20,CU10818,Repeat,RST289,Dine-in,1,31.67,,0.1,0.0,0,Delivered,Cash,Android,4.8
ORD017672,2025-02-28,21,CU5450,New,RST198,Delivery,5,121.94,RAMADAN15,6.3,0.0,17,Delivered,Cash,iOS,4.0
ORD016566,2025-02-24,12,CU8371,Repeat,RST170,Pickup,4,137.22,,1.08,0.0,0,Delivered,Wallet,iOS,4.7
ORD042620,2025-05-14,20,CU10051,Repeat,RST150,Delivery,1,24.3,WELCOME25,1.89,5.0,40,Delivered,Wallet,Web,3.9
ORD039198,2025-05-03,14,CU10110,New,RST160,Delivery,2,51.83,,0.47,9.0,41,Delivered,Cash,iOS,4.4
ORD040856,2025-05-09,12,CU9885,Repeat,RST159,Delivery,2,80.31,,0.87,5.0,32,Cancelled,Wallet,Android,
ORD029273,2025-03-31,16,CU8412,Repeat,RST180,Dine-in,5,267.58,,6.15,0.0,0,Delivered,Wallet,Android,4.8
ORD029674,2025-04-02,14,CU9256,New,RST141,Pickup,1,25.85,,10.18,0.0,0,Delivered,Apple Pay,Android,4.1
ORD022991,2025-03-14,21,CU6603,New,RST114,Delivery,2,69.55,,28.54,9.0,59,Delivered,Card,Web,3.6
ORD026815,2025-03-24,21,CU6620,Repeat,RST294,Dine-in,2,70.51,,1.32,0.0,0,Delivered,Cash,iOS,4.0
ORD003632,2025-01-13,13,CU10262,Repeat,RST322,Delivery,5,134.06,RAMADAN15,9.72,9.0,31,Delivered,Cash,iOS,3.8
ORD005896,2025-01-20,13,CU7443,Repeat,RST171,Dine-in,3,144.82,SUFRA10,12.27,0.0,0,Delivered,Card,Android,4.5
ORD018347,2025-03-02,18,CU8603,New,RST254,Delivery,2,70.03,,1.64,12.0,23,Refunded,Apple Pay,iOS,
ORD008708,2025-01-30,13,CU5218,New,RST246,Dine-in,5,125.95,SUFRA10,3.99,0.0,0,Refunded,Apple Pay,Web,
ORD006870,2025-01-23,20,CU8166,Repeat,RST309,Pickup,2,68.7,,1.51,0.0,0,Delivered,Cash,Web,4.5
ORD029926,2025-04-03,18,CU7982,Repeat,RST105,Pickup,4,246.0,WELCOME25,103.67,0.0,0,Delivered,Apple Pay,iOS,4.6
ORD029785,2025-04-02,13,CU5228,New,RST238,Dine-in,2,65.16,,2.01,0.0,0,Delivered,Cash,iOS,4.2
ORD021585,2025-03-10,20,CU9577,Repeat,RST204,Dine-in,3,150.33,RAMADAN15,7.14,0.0,0,Refunded,Card,Web,
ORD010247,2025-02-04,13,CU6905,Repeat,RST142,Pickup,1,22.07,,8.01,0.0,0,Delivered,Apple Pay,iOS,4.8
ORD022225,2025-03-12,19,CU6011,Repeat,RST213,Delivery,1,21.3,RAMADAN15,0.35,5.0,27,Delivered,Card,iOS,5.0
ORD013852,2025-02-15,16,CU7832,Repeat,RST177,Pickup,3,208.85,RAMADAN15,6.35,0.0,0,Delivered,Cash,Android,4.2
ORD044155,2025-05-20,20,CU9422,Repeat,RST119,Pickup,4,87.65,WELCOME25,32.02,0.0,0,Delivered,Cash,Android,3.8
ORD035041,2025-04-20,12,CU8657,New,RST154,Delivery,4,158.19,,0.26,12.0,30,Delivered,Cash,iOS,4.2
ORD004404,2025-01-16,21,CU6213,Repeat,RST139,Delivery,2,39.52,,17.11,9.0,65,Delivered,Wallet,Web,3.2
ORD018587,2025-03-02,18,CU6280,Repeat,RST288,Delivery,2,69.4,,1.93,12.0,30,Refunded,Apple Pay,iOS,
ORD040773,2025-05-08,13,CU7251,Repeat,RST123,Pickup,1,56.03,,18.98,0.0,0,Cancelled,Cash,Android,
ORD010426,2025-02-04,22,CU6353,New,RST298,Dine-in,1,75.49,FEAST20,0.77,0.0,0,Delivered,Card,iOS,5.0
ORD037449,2025-04-27,22,CU7429,Repeat,RST123,Delivery,3,174.22,SUFRA10,66.23,5.0,44,Delivered,Card,Web,4.5
ORD037986,2025-04-29,19,CU10792,Repeat,RST220,Delivery,3,143.01,,5.48,7.0,33,Cancelled,Card,iOS,
ORD018631,2025-03-02,18,CU7221,Repeat,RST291,Delivery,2,43.3,FEAST20,2.95,7.0,26,Delivered,Card,Web,4.2
ORD035851,2025-04-22,19,CU9231,Repeat,RST236,Pickup,2,86.94,,2.19,0.0,0,Refunded,Cash,iOS,
ORD008802,2025-01-30,13,CU7273,New,RST111,Delivery,2,71.54,WELCOME25,25.52,0.0,50,Delivered,Card,Android,4.7
ORD002848,2025-01-10,21,CU5441,New,RST167,Delivery,4,160.31,WELCOME25,14.14,7.0,42,Delivered,Card,Web,3.8
ORD022522,2025-03-13,18,CU10769,New,RST217,Pickup,3,68.09,RAMADAN15,2.07,0.0,0,Delivered,Cash,Android,5.0
ORD032431,2025-04-11,18,CU9021,Repeat,RST258,Pickup,1,30.8,RAMADAN15,0.42,0.0,0,Delivered,Card,Android,4.3
ORD014060,2025-02-16,20,CU5748,Repeat,RST320,Dine-in,5,208.95,RAMADAN15,1.08,0.0,0,Delivered,Cash,iOS,4.3
ORD040865,2025-05-09,22,CU6099,New,RST153,Delivery,1,35.09,,0.82,5.0,44,Delivered,Card,Android,3.6
ORD008614,2025-01-29,12,CU5142,Repeat,RST264,Delivery,2,67.87,RAMADAN15,4.59,0.0,34,Delivered,Wallet,iOS,4.6
ORD024277,2025-03-17,19,CU6279,Repeat,RST120,Delivery,1,34.77,RAMADAN15,11.73,0.0,52,Delivered,Apple Pay,Web,4.4
ORD031847,2025-04-10,20,CU6368,Repeat,RST180,Delivery,5,361.68,,3.47,12.0,41,Delivered,Apple Pay,Web,3.9
ORD020068,2025-03-06,19,CU6447,Repeat,RST271,Delivery,3,104.23,RAMADAN15,0.98,5.0,31,Delivered,Wallet,Web,4.0
ORD030457,2025-04-04,13,CU7976,Repeat,RST178,Delivery,3,132.49,,3.38,9.0,54,Delivered,Cash,Android,3.5
ORD034466,2025-04-18,18,CU10157,Repeat,RST142,Pickup,4,122.73,,37.15,0.0,0,Delivered,Apple Pay,iOS,4.9
ORD023159,2025-03-14,20,CU10018,Repeat,RST142,Delivery,2,46.68,SUFRA10,17.11,5.0,39,Refunded,Cash,Web,
ORD025056,2025-03-20,18,CU8358,New,RST334,Delivery,4,96.57,,1.78,9.0,19,Delivered,Apple Pay,Android,4.0
ORD016222,2025-02-23,19,CU7105,Repeat,RST254,Dine-in,3,115.07,SUFRA10,0.99,0.0,0,Cancelled,Card,Web,
ORD006376,2025-01-22,20,CU6210,Repeat,RST205,Delivery,3,85.69,WELCOME25,0.39,0.0,36,Delivered,Card,Web,3.9
ORD002133,2025-01-08,13,CU7052,Repeat,RST229,Dine-in,3,117.06,,4.59,0.0,0,Delivered,Cash,Web,4.4
ORD002627,2025-01-09,13,CU9073,New,RST140,Dine-in,1,24.78,SUFRA10,10.77,0.0,0,Delivered,Card,iOS,4.4
ORD014942,2025-02-19,20,CU6496,Repeat,RST121,Delivery,1,36.98,,11.82,5.0,48,Delivered,Cash,iOS,3.7
ORD030628,2025-04-05,16,CU7765,Repeat,RST158,Delivery,2,62.48,SUFRA10,3.5,5.0,45,Delivered,Wallet,Web,4.0
ORD044491,2025-05-21,11,CU10929,Repeat,RST104,Delivery,4,283.87,WELCOME25,100.96,9.0,59,Refunded,Card,iOS,
ORD040813,2025-05-08,19,CU10354,Repeat,RST281,Delivery,2,123.11,RAMADAN15,7.29,12.0,26,Delivered,Wallet,Web,4.6
ORD024021,2025-03-17,18,CU10937,Repeat,RST175,Pickup,2,58.01,WELCOME25,2.0,0.0,0,Delivered,Apple Pay,Web,4.0
ORD026929,2025-03-25,20,CU9134,New,RST117,Dine-in,3,82.37,SUFRA10,36.8,0.0,0,Delivered,Wallet,Android,4.4
ORD031161,2025-04-07,20,CU7389,New,RST156,Pickup,1,46.71,SUFRA10,0.75,0.0,0,Delivered,Cash,iOS,4.7
ORD018595,2025-03-02,18,CU10217,Repeat,RST311,Delivery,3,84.28,,2.3,12.0,38,Delivered,Cash,Android,4.3
ORD031079,2025-04-07,19,CU8613,Repeat,RST108,Delivery,2,75.85,,28.8,7.0,60,Delivered,Apple Pay,Android,3.6
ORD021261,2025-03-09,13,CU6748,Repeat,RST249,Dine-in,2,110.17,WELCOME25,0.32,0.0,0,Delivered,Card,iOS,3.8
ORD040096,2025-05-06,11,CU10591,Repeat,RST213,Delivery,3,115.9,,4.02,7.0,42,Delivered,Apple Pay,Android,3.0
ORD044632,2025-05-21,13,CU10523,Repeat,RST193,Delivery,3,166.43,RAMADAN15,6.31,0.0,29,Delivered,Card,Android,3.8
ORD002897,2025-01-10,20,CU8087,New,RST130,Delivery,2,53.18,,17.72,7.0,58,Delivered,Apple Pay,Web,3.8
ORD014782,2025-02-18,20,CU8040,New,RST281,Delivery,5,360.91,,13.75,7.0,29,Delivered,Apple Pay,iOS,4.0
ORD043199,2025-05-16,19,CU9114,Repeat,RST140,Dine-in,4,138.27,,58.6,0.0,0,Delivered,Wallet,Android,4.2
ORD041311,2025-05-10,16,CU7984,New,RST249,Delivery,4,166.94,,0.9,9.0,12,Cancelled,Cash,Web,
ORD035828,2025-04-22,11,CU6012,Repeat,RST170,Delivery,2,58.43,RAMADAN15,1.86,12.0,38,Delivered,Card,Web,4.1
ORD029572,2025-04-01,20,CU6224,Repeat,RST141,Delivery,2,49.34,,17.38,5.0,55,Cancelled,Card,iOS,
ORD041034,2025-05-09,14,CU8194,New,RST239,Delivery,4,197.84,,4.62,7.0,36,Delivered,Wallet,Android,4.6
ORD035873,2025-04-22,19,CU8104,Repeat,RST300,Delivery,2,74.34,,0.61,9.0,35,Delivered,Apple Pay,Web,4.5
ORD016091,2025-02-23,14,CU9599,Repeat,RST102,Pickup,2,109.14,SUFRA10,35.7,0.0,0,Delivered,Cash,iOS,4.7
ORD010024,2025-02-03,20,CU8852,Repeat,RST201,Delivery,5,172.08,,5.24,5.0,41,Delivered,Card,Web,4.1
ORD031839,2025-04-10,14,CU10049,Repeat,RST246,Pickup,2,52.45,,0.33,0.0,0,Delivered,Wallet,iOS,4.7
ORD011966,2025-02-09,19,CU6354,Repeat,RST183,Delivery,2,63.91,FEAST20,4.29,12.0,43,Delivered,Wallet,Android,3.9
ORD025238,2025-03-20,20,CU5127,Repeat,RST130,Delivery,3,110.38,WELCOME25,33.78,0.0,57,Delivered,Card,iOS,3.8
ORD008375,2025-01-28,13,CU7885,Repeat,RST230,Pickup,4,176.57,WELCOME25,16.54,0.0,0,Refunded,Cash,Android,
ORD019516,2025-03-04,19,CU6067,Repeat,RST119,Delivery,1,30.09,RAMADAN15,10.55,5.0,46,Delivered,Cash,iOS,3.7
ORD027295,2025-03-26,19,CU10024,Repeat,RST289,Pickup,2,45.3,FEAST20,1.34,0.0,0,Delivered,Apple Pay,Android,5.0
ORD035150,2025-04-20,13,CU6454,Repeat,RST260,Delivery,3,118.0,,0.8,9.0,47,Delivered,Cash,iOS,3.8
ORD034905,2025-04-19,18,CU7434,New,RST159,Delivery,4,165.77,RAMADAN15,8.45,7.0,43,Delivered,Wallet,iOS,3.6
ORD010910,2025-02-06,13,CU5509,Repeat,RST181,Delivery,2,67.77,,0.16,9.0,40,Delivered,Cash,Web,3.9
ORD011079,2025-02-07,20,CU7314,Repeat,RST122,Pickup,5,141.61,,51.61,0.0,0,Delivered,Wallet,Android,4.6
ORD040575,2025-05-08,20,CU6314,Repeat,RST117,Delivery,4,122.72,RAMADAN15,48.34,5.0,65,Cancelled,Cash,Web,
ORD044740,2025-05-22,13,CU8730,Repeat,RST150,Dine-in,2,72.27,,2.8,0.0,0,Delivered,Card,iOS,4.5
ORD021056,2025-03-09,13,CU9361,Repeat,RST309,Delivery,1,40.53,SUFRA10,3.87,0.0,21,Delivered,Apple Pay,iOS,4.1
ORD018506,2025-03-02,19,CU6219,Repeat,RST141,Dine-in,1,37.43,,14.44,0.0,0,Refunded,Wallet,iOS,
ORD039135,2025-05-03,13,CU5824,Repeat,RST120,Delivery,2,45.87,,17.64,12.0,57,Delivered,Apple Pay,Web,3.7
ORD012864,2025-02-12,20,CU5773,Repeat,RST241,Delivery,3,104.49,,0.65,9.0,30,Delivered,Wallet,Android,4.8
ORD043993,2025-05-19,20,CU5166,New,RST272,Delivery,2,72.28,WELCOME25,6.73,5.0,25,Delivered,Card,iOS,4.4
ORD014508,2025-02-17,22,CU10920,New,RST330,Dine-in,2,58.58,,0.73,0.0,0,Delivered,Apple Pay,iOS,4.3
ORD014174,2025-02-16,14,CU10770,Repeat,RST254,Delivery,2,72.46,WELCOME25,0.98,7.0,37,Delivered,Cash,Web,4.2
ORD043818,2025-05-19,13,CU5396,New,RST129,Dine-in,2,66.28,,26.31,0.0,0,Delivered,Apple Pay,iOS,4.5
ORD008993,2025-01-30,13,CU7558,New,RST244,Delivery,2,62.25,,0.49,5.0,26,Delivered,Wallet,Android,4.4
ORD042249,2025-05-13,12,CU7508,Repeat,RST118,Dine-in,1,28.66,,12.21,0.0,0,Delivered,Cash,Android,4.1
ORD005279,2025-01-18,20,CU6046,New,RST127,Delivery,2,51.35,,20.26,12.0,51,Delivered,Card,Web,4.1
ORD014120,2025-02-16,12,CU6847,Repeat,RST121,Delivery,1,33.38,WELCOME25,12.47,9.0,63,Cancelled,Cash,Android,
ORD019280,2025-03-04,19,CU8643,Repeat,RST253,Delivery,2,123.75,FEAST20,9.83,12.0,49,Delivered,Apple Pay,Web,4.2
ORD001764,2025-01-07,16,CU10362,New,RST120,Dine-in,2,54.15,,20.34,0.0,0,Delivered,Wallet,Web,4.1
ORD021213,2025-03-09,21,CU10307,Repeat,RST230,Delivery,4,117.52,,2.86,0.0,33,Delivered,Card,iOS,4.4
ORD016874,2025-02-25,20,CU6568,Repeat,RST106,Delivery,2,52.37,,17.13,0.0,62,Delivered,Apple Pay,iOS,3.8
